Town,Address,Sale Price,Sale Date
WAKEFIELD,4440 SETON AVENUE,240000,12/18/19
WAKEFIELD,4342 BOYD AVENUE,320000,12/18/19
WILLIAMSBRIDGE,4109A PAULDING AVENUE,437000,12/18/19
BEDFORD PARK/NORWOOD,2661 1/2 BRIGGS AVENUE,705000,12/19/19
BRONXDALE,2732 HOLLAND AVENUE,320000,12/19/19
CASTLE HILL/UNIONPORT,2073 HOMER AVENUE,485000,12/19/19
COUNTRY CLUB,856 WILCOX AVENUE,475000,12/19/19
MORRIS PARK/VAN NEST,1663 FOWLER AVENUE,570000,12/19/19
MORRIS PARK/VAN NEST,1857 HOLLAND AVENUE,785000,12/19/19
MORRISANIA/LONGWOOD,505 WEIHER COURT,246500,12/19/19
MORRISANIA/LONGWOOD,851 EAST 167 STREET,700000,12/19/19
MORRISANIA/LONGWOOD,"530 EAST 159TH STREET, 52",80000,12/19/19
MORRISANIA/LONGWOOD,986 WASHINGTON AVENUE,6,12/19/19
MORRISANIA/LONGWOOD,988 WASHINGTON AVENUE,6,12/19/19
MORRISANIA/LONGWOOD,990 WASHINGTON AVENUE,6,12/19/19
MORRISANIA/LONGWOOD,N/A EAST 164 STREET,6,12/19/19
MORRISANIA/LONGWOOD,N/A EAST 164 STREET,6,12/19/19
MORRISANIA/LONGWOOD,489 EAST 164 STREET,6,12/19/19
RIVERDALE,6001 LIEBIG AVENUE,711000,12/19/19
RIVERDALE,"5425 VALLES AVENUE, 3A",185000,12/19/19
RIVERDALE,"3750 HUDSON MANOR TERRACE, 5EE",200000,12/19/19
SCHUYLERVILLE/PELHAM BAY,3144 SANDS PLACE,730000,12/19/19
SCHUYLERVILLE/PELHAM BAY,2864 EAST 197 STREET,560000,12/19/19
SCHUYLERVILLE/PELHAM BAY,3072 LASALLE AVENUE,750000,12/19/19
SCHUYLERVILLE/PELHAM BAY,3146 SANDS PLACE,730000,12/19/19
SOUNDVIEW,1869 LACOMBE AVENUE,314340,12/19/19
SOUNDVIEW,1209 MANOR AVENUE,700000,12/19/19
THROGS NECK,2912 SOMMER PLACE,520000,12/19/19
THROGS NECK,3252 GLENNON PLACE,490000,12/19/19
WAKEFIELD,4505 WHITE PLAINS ROAD,542500,12/19/19
WAKEFIELD,4503 WHITE PLAINS ROAD,542500,12/19/19
WILLIAMSBRIDGE,1029 E 211TH ST,616041,12/19/19
WILLIAMSBRIDGE,"730 EAST 232ND STREET, 3H",85000,12/19/19
WOODLAWN,"4380 VIREO, 2S",235000,12/19/19
BAYCHESTER,1135 EAST 212 STREET,2500,12/20/19
BAYCHESTER,3644 PALMER AVENUE,406614,12/20/19
BAYCHESTER,4048 HILL AVE,575000,12/20/19
BEDFORD PARK/NORWOOD,2958 MARION AVENUE,811000,12/20/19
BEDFORD PARK/NORWOOD,3350 PERRY AVENUE,10,12/20/19
BRONXDALE,2946 LURTING AVENUE,500000,12/20/19
CITY ISLAND,32 WINTERS STREET,590000,12/20/19
FIELDSTON,"5235 POST ROAD, 2H",105000,12/20/19
KINGSBRIDGE HTS/UNIV HTS,2134 AQUEDUCT AVENUE E,573000,12/20/19
KINGSBRIDGE/JEROME PARK,"3363 SEDGWICK AVENUE, 5S",194156,12/20/19
KINGSBRIDGE/JEROME PARK,"3363 SEDGWICK AVE, 6F",225000,12/20/19
MORRISANIA/LONGWOOD,"809 UNION AVENUE, 21",315000,12/20/19
MORRISANIA/LONGWOOD,980 WESTCHESTER AVENUE,4283743,12/20/19
MORRISANIA/LONGWOOD,1144 REV JAMES POLITE AVE,110000,12/20/19
MOTT HAVEN/PORT MORRIS,2417 3 AVENUE,64680163,12/20/19
MOTT HAVEN/PORT MORRIS,2415 3 AVENUE,64680163,12/20/19
MOTT HAVEN/PORT MORRIS,425 GRAND CONCOURSE,1,12/20/19
PARKCHESTER,"1450 PARKCHESTER ROAD, 4C",125000,12/20/19
PARKCHESTER,"1575 ODELL STREET, 3A",155000,12/20/19
PELHAM PARKWAY NORTH,2555 RADCLIFF AVENUE,400000,12/20/19
PELHAM PARKWAY NORTH,N/A RADCLIFF AVENUE,400000,12/20/19
RIVERDALE,5456 VALLES AVENUE,824000,12/20/19
RIVERDALE,435 WEST 263 STREET,10,12/20/19
RIVERDALE,"55 KNOLLS CRESCENT, 1K",78050,12/20/19
RIVERDALE,"5450 NETHERLAND AVENUE, E-31",319000,12/20/19
RIVERDALE,"5450 NETHERLAND AVENUE, E42",330000,12/20/19
RIVERDALE,"5900 ARLINGTON AVENUE, 2H",390000,12/20/19
SOUNDVIEW,1237 ROSEDALE AVENUE,825000,12/20/19
SOUNDVIEW,1231 THIERIOT AVENUE,700000,12/20/19
SOUNDVIEW,1157 COLGATE AVENUE,780000,12/20/19
WAKEFIELD,1793 PITMAN AVE,320000,12/20/19
WESTCHESTER,2568 POPLAR ST,710000,12/20/19
WILLIAMSBRIDGE,949 EAST 232 STREET,675000,12/20/19
BAYCHESTER,3470 EASTCHESTER ROAD,794000,12/23/19
BAYCHESTER,1701 ADEE AVENUE,325000,12/23/19
BAYCHESTER,2938 WICKHAM AVENUE,775000,12/23/19
BRONXDALE,"2244 BRONX PARK EAST, 3E",94300,12/23/19
BRONXDALE,"665 THWAITES PLACE, 6Y",209900,12/23/19
BRONXDALE,"665 THWAITES PLACE, 3F",247900,12/23/19
CITY ISLAND,256 CITY ISLAND AVENUE,426000,12/23/19
COUNTRY CLUB,3181 BAISLEY AVENUE,689000,12/23/19
EAST TREMONT,1186 EAST TREMONT AVENUE,479400,12/23/19
FORDHAM,2155 WALTON AVENUE,410000,12/23/19
KINGSBRIDGE/JEROME PARK,3448 CORLEAR AVENUE,700000,12/23/19
KINGSBRIDGE/JEROME PARK,"3850 SEDGWICK AVE, 9C",176000,12/23/19
KINGSBRIDGE/JEROME PARK,"91 VAN CORTLANDT AVE WEST, 7C",180000,12/23/19
MORRIS PARK/VAN NEST,855 MORRIS PARK AVE,435000,12/23/19
MORRIS PARK/VAN NEST,"762 BRADY AVENUE, 128",179000,12/23/19
MORRISANIA/LONGWOOD,671 DAWSON STREET,698700,12/23/19
MORRISANIA/LONGWOOD,1054 HALL PLACE,130000,12/23/19
MORRISANIA/LONGWOOD,3052 3RD AVENUE,3100000,12/23/19
PARKCHESTER,"1598 UNIONPORT ROAD, 5A",270000,12/23/19
PARKCHESTER,"1561 METROPOLITAN AVENUE, MC",178000,12/23/19
PELHAM PARKWAY NORTH,2550 LURTING AVENUE,639000,12/23/19
RIVERDALE,"2530 INDEPENDENCE AVENUE, 4H",245000,12/23/19
RIVERDALE,"4555 HENRY HUDSON PKWY W, A1004",565000,12/23/19
SOUNDVIEW,208B BETTS AVENUE,587000,12/23/19
THROGS NECK,3149 WISSMAN AVENUE,941686,12/23/19
THROGS NECK,323 QUINCY AVENUE,525000,12/23/19
WESTCHESTER,2216 STARLING AVENUE,825000,12/23/19
WILLIAMSBRIDGE,958 EAST 224 STREET,400000,12/23/19
WILLIAMSBRIDGE,948 EAST 230TH,474000,12/23/19
WILLIAMSBRIDGE,900 EAST 220 STREET,620000,12/23/19
BATHGATE,2141 WASHINGTON AVENUE,549855,12/24/19
PELHAM PARKWAY SOUTH,1538 STILLWELL AVENUE,5100000,12/24/19
WAKEFIELD,4353 DE REIMER AVENUE,400000,12/24/19
WESTCHESTER,N/A BASSETT AVENUE,5100000,12/24/19
WILLIAMSBRIDGE,741 EAST 230 STREET,478950,12/24/19
WILLIAMSBRIDGE,1016 EAST 225 STREET,450000,12/24/19
BAYCHESTER,1171 GRENADA PLACE,288990,12/26/19
BRONXDALE,2790 SEXTON PL,497000,12/26/19
MELROSE/CONCOURSE,1377 TELLER AVENUE,650000,12/26/19
PARKCHESTER,1564 LELAND AVENUE,750000,12/26/19
RIVERDALE,"3135 JOHNSON AVENUE, 4J",574000,12/26/19
RIVERDALE,"6535 BROADWAY, 4E",150000,12/26/19
SCHUYLERVILLE/PELHAM BAY,1137 CALHOUN AVENUE,785000,12/26/19
SCHUYLERVILLE/PELHAM BAY,N/A CALHOUN AVENUE,785000,12/26/19
SCHUYLERVILLE/PELHAM BAY,"3121 MIDDLETOWN ROAD, 10E",130000,12/26/19
SOUNDVIEW,447 BEACH AVENUE,500000,12/26/19
WAKEFIELD,741 E 243RD STREET,606000,12/26/19
WILLIAMSBRIDGE,733 EAST 218TH STREET,470000,12/26/19
WILLIAMSBRIDGE,736 EAST 221 STREET,736450,12/26/19
BAYCHESTER,3314 BOUCK AVENUE,315000,12/27/19
BAYCHESTER,3356 FISH AVENUE,510000,12/27/19
BRONXDALE,1452 ARNOW AVENUE,530000,12/27/19
BRONXDALE,2918 SEYMOUR AVENUE,680000,12/27/19
BRONXDALE,"2550 OLINVILLE AVENUE, 12L",170000,12/27/19
CASTLE HILL/UNIONPORT,701 ZEREGA AVE,9800000,12/27/19
CITY ISLAND,105 ROCHELLE STREET,560000,12/27/19
MORRISANIA/LONGWOOD,"3044 3 AVENUE, 3B",215000,12/27/19
MORRISANIA/LONGWOOD,"947 AVENUE ST JOHN, 2B",10,12/27/19
PARKCHESTER,"1722 PURDY STREET, MG",172500,12/27/19
PELHAM GARDENS,2564 KINGSLAND AVE,551000,12/27/19
PELHAM PARKWAY SOUTH,N/A BOGART AVENUE,350000,12/27/19
RIVERDALE,"645 WEST 239 STREET, 4D",253500,12/27/19
SCHUYLERVILLE/PELHAM BAY,1286 EDISON AVENUE,499000,12/27/19
THROGS NECK,3259 HATTING PLACE,500000,12/27/19
THROGS NECK,520 CALHOUN AVENUE,575000,12/27/19
WILLIAMSBRIDGE,1047 EAST 232 STREET,293291,12/27/19
BAYCHESTER,1138 EAST 213TH STREET,10,12/30/19
BRONXDALE,3212 PAULDING AVENUE,652000,12/30/19
BRONXDALE,"2550 OLINVILLE AVENUE, 15E",175000,12/30/19
EAST TREMONT,2152 HUGHES AVENUE,310000,12/30/19
EAST TREMONT,430 BRONX PARK AVENUE,675000,12/30/19
HIGHBRIDGE/MORRIS HEIGHTS,1000 WOODYCREST AVENUE,1125000,12/30/19
HIGHBRIDGE/MORRIS HEIGHTS,916 SUMMIT AVENUE,835000,12/30/19
HUNTS POINT,"410 HALLECK STREET, 229",2800000,12/30/19
HUNTS POINT,"410 HALLECK STREET, 231A",2800000,12/30/19
HUNTS POINT,"410 HALLECK STREET, 226A",2800000,12/30/19
HUNTS POINT,"410 HALLECK STREET, 233A",2800000,12/30/19
HUNTS POINT,"410 HALLECK STREET, 229A",2800000,12/30/19
HUNTS POINT,"410 HALLECK STREET, 230A",2800000,12/30/19
HUNTS POINT,"410 HALLECK STREET, 227A",2800000,12/30/19
HUNTS POINT,"410 HALLECK STREET, 231",2800000,12/30/19
HUNTS POINT,"410 HALLECK STREET, 232",2800000,12/30/19
HUNTS POINT,"410 HALLECK STREET, 230",2800000,12/30/19
HUNTS POINT,"410 HALLECK STREET, 226",2800000,12/30/19
HUNTS POINT,"410 HALLECK STREET, 228",2800000,12/30/19
HUNTS POINT,"410 HALLECK STREET, 233",2800000,12/30/19
HUNTS POINT,"410 HALLECK STREET, 232A",2800000,12/30/19
HUNTS POINT,"410 HALLECK STREET, 228A",2800000,12/30/19
HUNTS POINT,"410 HALLECK STREET, 227",2800000,12/30/19
KINGSBRIDGE HTS/UNIV HTS,2371 EXTERIOR STREET,12000000,12/30/19
MELROSE/CONCOURSE,312 EAST 164 STREET,670000,12/30/19
MELROSE/CONCOURSE,816 COURTLANDT AVENUE,950000,12/30/19
MORRISANIA/LONGWOOD,"697 DAWSON STREET, B",38000,12/30/19
MOTT HAVEN/PORT MORRIS,428 E.148TH ST,7500000,12/30/19
PARKCHESTER,1334 PURDY STREET,760000,12/30/19
PARKCHESTER,"1922 MCGRAW AVENUE, 6A",140000,12/30/19
PARKCHESTER,"1551 UNIONPORT ROAD, 3B",270000,12/30/19
PARKCHESTER,"1670 METROPOLITAN AVENUE, 7E",177500,12/30/19
PELHAM PARKWAY SOUTH,"2160 BRONX PARK EAST, 1C",200000,12/30/19
RIVERDALE,"6200 RIVERDALE AVENUE, 5E",170000,12/30/19
SCHUYLERVILLE/PELHAM BAY,2876 MIDDLETOWN ROAD,650000,12/30/19
SOUNDVIEW,1425 HARDING PARK,480000,12/30/19
SOUNDVIEW,353 WHITE PLAINS ROAD,384306,12/30/19
SOUNDVIEW,1424 HARDING PARK,480000,12/30/19
THROGS NECK,3102 MULLAN PLACE,650000,12/30/19
THROGS NECK,3553 EAST TREMONT AVE,592000,12/30/19
THROGS NECK,N/A MULLAN PLACE,650000,12/30/19
WAKEFIELD,657 EAST 240 STREET,405000,12/30/19
WESTCHESTER,1514 PAULDING AVENUE,315000,12/30/19
WESTCHESTER,2304 LYON AVENUE,760000,12/30/19
WILLIAMSBRIDGE,723 EAST 218 STREET,510000,12/30/19
WILLIAMSBRIDGE,"720 EAST 217 STREET, 4B",170000,12/30/19
WOODLAWN,254 EAST 239TH ST,840000,12/30/19
CASTLE HILL/UNIONPORT,2309 HERMANY AVENUE,735000,12/31/19
EAST TREMONT,2165 CLINTON AVENUE,525000,12/31/19
MELROSE/CONCOURSE,1341 CLAY AVENUE,650000,12/31/19
MELROSE/CONCOURSE,"1075 GRAND CONCOURSE, 1M",289000,12/31/19
MORRIS PARK/VAN NEST,1711 BOGART AVENUE,450000,12/31/19
PARKCHESTER,1946 BENEDICT AVENUE,810000,12/31/19
PARKCHESTER,"1475 THIERIOT AVENUE, 3M",177000,12/31/19
RIVERDALE,"750 KAPPOCK STREET, 610",585000,12/31/19
SOUNDVIEW,1245 HARROD AVENUE,500000,12/31/19
